"","clientId","shopId","gender","maritalStatus","age","numberOfDependents","education","flagResidencialPhone","areaCodeResidencialPhone","bestPaymentDay","shopRank","residenceType","monthsInResidence","flagMothersName","flagFathersName","flagResidenceTown_WorkingTown","flagResidenceState_WorkingState","monthsInTheJob","professionCode","mateIncome","flagResidencialAddress_PostalAddress","flagOtherCard","quantityBankingAccounts","flagMobilePhone","flagContactPhone","personalNetIncome","codeApplicationBooth","BAD"
"12249",15297,3,"F","O",75,0,NA,"Y",31,12,0,"P",480,"Y","Y","N","Y",180,13,0,"Y","N",0,"N","N",360,0,0
"12250",15298,9,"F","S",21,0,NA,"Y",5,3,0,"C",132,"Y","Y","N","Y",0,24,0,"Y","N",0,"N","N",345,0,0
"12251",15299,19,"F","S",49,0,NA,"Y",31,12,0,"P",120,"Y","Y","N","Y",0,703,0,"Y","N",0,"N","N",225,0,0
"12252",15300,25,"F","S",50,0,NA,"Y",31,23,0,"A",60,"Y","Y","N","Y",120,43,0,"Y","N",0,"N","N",540,0,0
"12253",15301,18,"M","S",44,0,NA,"Y",23,8,0,"P",528,"Y","N","Y","Y",0,504,0,"Y","N",0,"N","N",500,0,0
"12254",15302,11,"F","C",59,0,NA,"Y",31,28,0,"P",372,"Y","Y","N","Y",0,720,1201,"Y","N",0,"N","N",1201,0,0
"12255",15304,25,"M","S",20,0,NA,"N",50,18,0,"P",240,"Y","Y","N","Y",12,999,0,"Y","N",0,"N","N",300,0,0
"12256",15305,22,"F","C",32,0,NA,"N",50,20,0,"A",0,"Y","Y","N","Y",72,131,0,"Y","N",0,"N","N",480,0,0
"12257",15306,17,"F","V",59,0,NA,"Y",31,12,0,"P",600,"Y","Y","N","Y",12,13,0,"Y","N",0,"N","N",1861,0,0
"12258",15307,22,"M","S",19,0,NA,"Y",50,20,0,"P",216,"Y","Y","N","Y",60,113,0,"Y","N",0,"N","N",250,0,0
"12259",15308,24,"F","C",44,0,NA,"Y",31,8,0,"P",96,"Y","Y","Y","Y",276,713,0,"Y","N",0,"N","N",1387,0,0
"12260",15309,23,"F","V",51,0,NA,"Y",31,20,0,"P",600,"Y","Y","N","Y",180,113,0,"Y","N",0,"N","N",800,0,0
"12261",15310,25,"F","C",42,0,NA,"Y",31,12,0,"A",12,"Y","Y","N","Y",240,950,0,"Y","N",0,"N","N",1200,0,0
"12262",15311,6,"F","C",44,0,NA,"Y",5,8,0,"P",96,"Y","Y","N","Y",12,703,0,"Y","N",0,"N","N",1068,0,0
"12263",15312,15,"F","S",19,0,NA,"Y",31,9,0,"A",24,"Y","N","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"12264",15313,25,"F","C",34,0,NA,"Y",23,18,0,"P",120,"Y","Y","Y","Y",168,853,0,"Y","N",0,"N","N",800,0,0
"12265",15314,55,"F","S",53,0,NA,"Y",31,12,0,"P",36,"Y","Y","N","Y",300,703,0,"Y","N",0,"N","N",600,0,0
"12266",15315,22,"F","V",67,0,NA,"N",31,20,0,"P",96,"Y","Y","N","Y",288,703,0,"Y","N",0,"N","N",180,0,0
"12267",15316,17,"F","V",56,0,NA,"Y",31,8,0,"A",48,"Y","Y","N","Y",36,725,0,"Y","N",0,"N","N",663,0,0
"12268",15317,55,"F","S",20,0,NA,"Y",31,18,0,"P",24,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",260,0,0
"12269",15320,25,"F","S",25,0,NA,"Y",31,8,0,"C",300,"Y","Y","Y","Y",0,999,0,"Y","N",0,"N","N",220,0,0
"12270",15321,3,"F","C",39,0,NA,"Y",31,8,0,"P",180,"Y","Y","Y","Y",24,351,900,"Y","N",0,"N","N",186,0,0
"12271",15322,24,"F","S",25,0,NA,"Y",50,12,0,"P",108,"Y","Y","Y","Y",12,305,0,"Y","N",0,"N","N",650,0,0
"12272",15323,9,"F","S",22,0,NA,"Y",5,20,0,"C",192,"Y","Y","Y","Y",0,950,0,"Y","N",0,"N","N",189,0,0
"12273",15324,15,"F","C",37,0,NA,"Y",31,20,0,"P",180,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"12274",15325,24,"F","C",23,0,NA,"Y",50,25,0,"P",24,"Y","Y","N","N",12,950,0,"Y","N",0,"N","N",350,0,0
"12275",15326,55,"F","S",22,0,NA,"Y",31,12,0,"P",264,"Y","Y","Y","Y",0,853,0,"Y","N",0,"N","N",511,0,0
"12276",15327,15,"M","C",28,0,NA,"Y",31,18,0,"A",12,"Y","Y","N","Y",12,732,0,"Y","N",0,"N","N",1200,0,0
"12277",15328,25,"F","S",51,0,NA,"Y",31,18,0,"P",420,"Y","Y","N","Y",180,131,0,"Y","N",0,"N","N",1200,0,0
"12278",15329,25,"M","S",20,0,NA,"N",50,1,0,"P",300,"Y","Y","N","Y",36,520,0,"Y","N",0,"N","N",300,0,0
"12279",15330,11,"F","S",44,0,NA,"Y",31,18,0,"P",516,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",402,0,0
"12280",15331,23,"F","S",23,0,NA,"Y",31,8,0,"P",276,"Y","Y","Y","Y",12,79,0,"Y","N",0,"N","N",477,0,0
"12281",15332,12,"F","C",21,0,NA,"N",50,16,0,"P",60,"Y","Y","N","N",24,950,0,"Y","N",0,"N","N",300,0,0
"12282",15333,25,"F","C",48,0,NA,"Y",31,28,0,"P",12,"Y","Y","N","Y",0,950,0,"Y","N",0,"N","N",300,0,0
"12283",15335,15,"F","S",49,0,NA,"Y",31,20,0,"P",132,"Y","Y","Y","Y",12,39,0,"Y","N",0,"N","N",653,0,0
"12284",15336,10,"F","S",24,0,NA,"Y",31,12,0,"P",120,"N","Y","N","Y",12,950,0,"Y","N",0,"N","N",900,0,0
"12285",15338,9,"M","C",47,0,NA,"Y",5,3,0,"P",360,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",659,0,0
"12286",15341,8,"M","S",45,0,NA,"Y",31,1,0,"P",120,"Y","Y","N","Y",12,716,0,"Y","N",0,"N","N",400,0,0
"12287",15342,55,"F","D",52,0,NA,"Y",50,8,0,"P",156,"Y","Y","Y","Y",48,205,0,"Y","N",0,"N","N",250,0,1
"12288",15344,55,"M","C",26,0,NA,"Y",50,25,0,"P",0,"Y","Y","N","Y",12,999,0,"N","N",0,"N","N",270,0,1
"12289",15345,17,"F","S",19,0,NA,"Y",31,18,0,"C",24,"Y","Y","Y","Y",0,992,0,"Y","N",0,"N","N",810,0,1
"12290",15346,23,"F","C",34,0,NA,"Y",31,20,0,"P",240,"Y","Y","N","Y",0,501,0,"Y","N",0,"N","N",600,0,0
"12291",15348,24,"F","S",19,0,NA,"Y",50,22,0,"P",228,"Y","Y","Y","Y",12,64,0,"Y","N",0,"N","N",240,0,0
"12292",15349,12,"F","S",35,0,NA,"Y",31,12,0,"P",12,"Y","Y","Y","Y",120,205,0,"Y","N",0,"N","N",220,0,0
"12293",15350,24,"M","C",36,0,NA,"Y",31,18,0,"P",36,"Y","Y","Y","Y",192,514,0,"Y","N",0,"N","N",1500,0,0
"12294",15351,18,"M","S",19,0,NA,"Y",23,3,0,"A",12,"Y","Y","Y","Y",12,654,0,"Y","N",0,"N","N",258,0,0
"12295",15352,17,"M","C",37,0,NA,"Y",31,18,0,"P",360,"Y","Y","N","Y",12,999,0,"Y","N",0,"N","N",325,0,0
"12296",15353,22,"M","C",48,0,NA,"Y",31,28,0,"P",24,"Y","Y","N","Y",12,522,0,"Y","N",0,"N","N",348,0,0
"12297",15355,1,"F","C",19,0,NA,"Y",31,8,0,"P",168,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",230,0,1
"12298",15356,8,"F","S",24,0,NA,"Y",31,18,0,"P",264,"Y","Y","Y","Y",12,950,0,"Y","N",0,"N","N",230,0,0
"12299",15357,15,"F","S",22,0,NA,"Y",31,20,0,"P",252,"Y","Y","N","Y",12,712,0,"Y","N",0,"N","N",981,0,0
"12300",15359,23,"F","S",37,0,NA,"Y",31,28,0,"C",24,"Y","Y","Y","Y",72,24,0,"Y","N",0,"N","N",487,0,0
"12301",15360,23,"M","D",45,0,NA,"Y",31,12,0,"P",240,"Y","Y","Y","Y",120,702,0,"Y","N",0,"N","N",400,0,1
"12302",15361,18,"F","C",25,0,NA,"Y",23,20,0,"P",12,"Y","Y","Y","Y",12,131,0,"Y","N",0,"N","N",232,0,0
"12303",15362,24,"F","C",57,0,NA,"Y",31,20,0,"P",180,"Y","Y","N","Y",12,13,0,"Y","N",0,"N","N",199,0,0
"12304",15364,23,"F","C",56,0,NA,"Y",31,18,0,"P",420,"Y","Y","Y","Y",12,717,0,"Y","N",0,"N","N",2000,0,0
"12305",15365,1,"F","D",37,0,NA,"N",50,1,0,"A",60,"Y","Y","Y","Y",60,205,0,"N","N",0,"N","N",220,0,0
"12306",15366,24,"F","S",46,0,NA,"Y",31,28,0,"P",96,"Y","Y","N","Y",240,2,0,"Y","N",0,"N","N",2000,0,0
"12307",15367,15,"F","S",44,0,NA,"Y",31,28,0,"P",180,"Y","Y","Y","Y",0,999,0,"Y","N",0,"N","N",306,0,1
"12308",15368,55,"F","C",33,0,NA,"Y",31,28,0,"P",48,"Y","Y","N","Y",48,501,0,"Y","N",0,"N","N",500,0,0
"12309",15369,24,"F","S",25,0,NA,"Y",50,3,0,"C",300,"Y","Y","N","Y",36,853,0,"Y","N",0,"N","N",400,0,0
"12310",15370,19,"F","S",20,0,NA,"N",31,12,0,"C",12,"Y","N","Y","Y",12,139,0,"Y","N",0,"N","N",260,0,0
"12311",15371,23,"F","C",35,0,NA,"Y",31,12,0,"P",360,"Y","Y","Y","Y",12,254,0,"Y","N",0,"N","N",336,0,0
"12312",15372,24,"F","V",67,0,NA,"Y",50,28,0,"P",180,"Y","Y","N","Y",0,725,0,"Y","N",0,"N","N",850,0,0
"12313",15373,12,"F","C",37,0,NA,"Y",31,18,0,"P",120,"Y","Y","N","Y",0,712,0,"Y","N",0,"N","N",360,0,0
"12314",15374,22,"F","V",37,0,NA,"N",50,8,0,"P",168,"Y","Y","N","Y",0,703,0,"Y","N",0,"N","N",808,0,0
"12315",15375,1,"F","V",75,0,NA,"N",50,18,0,"P",96,"Y","N","N","Y",264,703,0,"Y","N",0,"N","N",180,0,0
"12316",15377,22,"F","C",26,0,NA,"Y",50,25,0,"P",12,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",936,0,0
"12317",15378,55,"F","C",31,0,NA,"N",31,25,0,"P",132,"Y","Y","Y","Y",36,918,0,"Y","N",0,"N","N",384,0,0
"12318",15379,20,"F","C",31,0,NA,"Y",31,28,0,"A",12,"Y","Y","Y","Y",48,38,0,"Y","N",0,"N","N",672,0,0
"12319",15380,25,"M","C",41,0,NA,"N",50,1,0,"A",120,"Y","Y","N","Y",120,999,0,"Y","N",0,"N","N",2000,0,1
"12320",15381,13,"F","S",23,0,NA,"Y",23,20,0,"P",12,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",1000,0,0
"12321",15382,25,"F","C",57,0,NA,"Y",31,20,0,"P",360,"Y","N","Y","Y",0,262,0,"Y","N",0,"N","N",350,0,0
"12322",15383,21,"M","S",28,0,NA,"Y",31,8,0,"C",240,"Y","Y","Y","Y",12,992,0,"Y","N",0,"N","N",410,0,0
"12323",15385,24,"F","S",18,0,NA,"Y",31,12,0,"C",96,"Y","Y","Y","Y",12,40,0,"Y","N",0,"N","N",290,0,0
"12324",15386,25,"F","S",20,0,NA,"Y",31,12,0,"C",240,"Y","Y","Y","Y",24,853,0,"Y","N",0,"N","N",350,0,0
"12325",15387,6,"F","D",49,0,NA,"N",50,8,0,"P",60,"Y","Y","Y","Y",180,35,0,"Y","N",0,"N","N",360,0,0
"12326",15388,11,"F","C",50,0,NA,"N",50,20,0,"A",60,"Y","Y","Y","Y",84,110,0,"Y","N",0,"N","N",470,0,0
"12327",15389,20,"F","S",57,0,NA,"Y",31,8,0,"P",72,"Y","Y","N","Y",96,13,0,"Y","N",0,"N","N",507,0,0
"12328",15390,3,"M","S",20,0,NA,"Y",31,8,0,"P",252,"Y","Y","Y","Y",12,26,0,"Y","N",0,"N","N",172,0,1
"12329",15391,10,"M","C",49,0,NA,"Y",50,20,0,"P",48,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",312,0,1
"12330",15392,3,"M","S",19,0,NA,"Y",31,18,0,"P",228,"Y","Y","N","Y",0,218,0,"Y","N",0,"N","N",360,0,0
"12331",15394,15,"F","S",21,0,NA,"Y",31,3,0,"A",36,"Y","Y","Y","Y",12,807,0,"Y","N",0,"N","N",200,0,0
"12332",15395,55,"F","C",31,0,NA,"Y",50,28,0,"P",144,"Y","Y","Y","Y",12,992,0,"Y","N",0,"N","N",385,0,0
"12333",15396,1,"M","S",27,0,NA,"N",50,12,0,"A",12,"Y","Y","Y","Y",0,63,0,"N","N",0,"N","N",500,0,0
"12334",15397,24,"F","S",22,0,NA,"Y",31,12,0,"P",216,"Y","Y","Y","Y",12,950,0,"Y","N",0,"N","N",240,0,0
"12335",15398,25,"F","S",45,0,NA,"Y",31,12,0,"P",48,"Y","Y","N","Y",96,402,0,"Y","N",0,"N","N",600,0,0
"12336",15399,14,"F","D",42,0,NA,"N",50,8,0,"A",12,"Y","Y","N","Y",84,43,0,"Y","N",0,"N","N",600,0,1
"12337",15401,55,"F","C",44,0,NA,"Y",50,3,0,"P",132,"Y","Y","N","Y",168,653,0,"Y","N",0,"N","N",900,0,0
"12338",15402,8,"F","S",33,0,NA,"N",50,28,0,"P",132,"Y","Y","Y","Y",12,205,0,"Y","N",0,"N","N",250,0,0
"12339",15403,22,"F","S",19,0,NA,"Y",50,18,0,"P",228,"Y","Y","N","Y",24,26,0,"Y","N",0,"N","N",215,0,0
"12340",15404,16,"F","C",53,0,NA,"Y",31,25,0,"P",636,"Y","Y","N","Y",0,725,0,"Y","N",0,"N","N",220,0,0
"12341",15405,25,"F","C",34,0,NA,"Y",31,20,0,"A",60,"Y","Y","Y","Y",48,159,0,"Y","N",0,"N","N",1000,0,0
"12342",15406,25,"F","C",30,0,NA,"Y",31,12,0,"P",72,"Y","Y","Y","Y",60,713,0,"Y","N",0,"N","N",1100,0,0
"12343",15407,3,"F","C",44,0,NA,"Y",31,20,0,"P",156,"Y","Y","N","Y",192,703,420,"Y","N",0,"N","N",569,0,0
"12344",15408,55,"F","C",29,0,NA,"Y",31,12,0,"P",348,"Y","Y","N","Y",84,950,1000,"Y","N",0,"N","N",400,0,0
"12345",15410,19,"M","S",19,0,NA,"Y",31,27,0,"P",120,"Y","Y","Y","Y",0,999,0,"Y","N",0,"N","N",500,0,1
"12346",15411,24,"F","C",34,0,NA,"Y",31,18,0,"A",24,"Y","Y","Y","Y",60,60,0,"Y","N",0,"N","N",317,0,0
"12347",15412,22,"F","S",19,0,NA,"Y",31,12,0,"P",144,"Y","Y","N","Y",36,950,0,"Y","N",0,"N","N",300,0,0
"12348",15413,24,"M","S",38,0,NA,"Y",50,12,0,"P",456,"Y","Y","N","Y",12,706,0,"Y","N",0,"N","N",436,0,1
"12349",15414,25,"F","C",46,0,NA,"Y",31,18,0,"P",252,"Y","Y","N","Y",0,159,0,"Y","N",0,"N","N",1500,0,0
"12350",15415,12,"F","C",40,0,NA,"Y",31,8,0,"P",480,"Y","Y","Y","Y",24,123,0,"Y","N",0,"N","N",239,0,0
"12351",15416,19,"M","S",25,0,NA,"Y",31,18,0,"P",120,"Y","Y","Y","Y",12,39,0,"Y","N",0,"N","N",384,0,1
"12352",15417,25,"F","C",52,0,NA,"Y",50,28,0,"A",180,"Y","Y","Y","Y",84,26,0,"Y","N",0,"N","N",382,0,0
"12353",15418,25,"F","S",34,0,NA,"Y",31,8,0,"P",0,"Y","Y","Y","Y",60,999,0,"Y","N",0,"N","N",530,0,0
"12354",15419,24,"F","V",44,0,NA,"Y",31,8,0,"P",216,"Y","Y","Y","Y",12,950,0,"Y","N",0,"N","N",500,0,0
"12355",15420,18,"F","S",20,0,NA,"N",50,18,0,"P",96,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",226,0,1
"12356",15421,18,"M","S",74,0,NA,"N",50,12,0,"A",12,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",180,0,1
"12357",15424,17,"M","C",21,0,NA,"Y",31,25,0,"P",12,"Y","Y","Y","Y",12,305,0,"Y","N",0,"N","N",747,0,0
"12358",15425,25,"M","C",47,0,NA,"Y",31,12,0,"P",180,"Y","Y","Y","Y",48,24,0,"Y","N",0,"N","N",815,0,0
"12359",15427,25,"F","D",51,0,NA,"N",50,12,0,"A",24,"Y","Y","Y","Y",24,123,0,"Y","N",0,"N","N",523,0,0
"12360",15428,12,"F","S",52,0,NA,"N",31,28,0,"P",240,"Y","Y","N","Y",0,703,0,"Y","N",0,"N","N",419,0,0
"12361",15429,24,"M","S",20,0,NA,"Y",50,18,0,"C",48,"Y","Y","Y","Y",12,305,0,"Y","N",0,"N","N",800,0,0
"12362",15430,19,"F","C",29,0,NA,"N",50,28,0,"P",84,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,1
"12363",15433,22,"F","O",36,0,NA,"Y",31,28,0,"P",132,"Y","Y","N","Y",216,166,0,"Y","N",0,"N","N",600,0,0
"12364",15434,55,"F","C",33,0,NA,"Y",31,1,0,"P",132,"Y","Y","N","Y",120,131,0,"Y","N",0,"N","N",500,0,0
"12365",15436,24,"F","V",48,0,NA,"Y",31,12,0,"P",180,"Y","Y","N","Y",144,704,0,"Y","N",0,"N","N",1284,0,0
"12366",15437,55,"M","S",22,0,NA,"Y",31,8,0,"A",12,"Y","Y","N","Y",12,39,0,"Y","N",0,"N","N",210,0,0
"12367",15439,24,"M","C",32,0,NA,"Y",50,12,0,"P",48,"Y","N","Y","Y",72,123,0,"Y","N",0,"N","N",194,0,0
"12368",15442,22,"F","C",35,0,NA,"Y",31,18,0,"A",36,"Y","N","Y","Y",192,38,0,"Y","N",0,"N","N",563,0,1
"12369",15443,17,"F","C",44,0,NA,"Y",31,8,0,"P",24,"Y","Y","N","Y",36,13,0,"Y","N",0,"N","N",398,0,0
"12370",15445,25,"F","O",25,0,NA,"Y",31,8,0,"A",36,"Y","Y","Y","Y",0,653,0,"N","N",0,"N","N",400,0,0
"12371",15446,14,"F","S",21,0,NA,"Y",31,20,0,"P",36,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",230,0,0
"12372",15447,14,"F","S",18,0,NA,"Y",31,20,0,"O",12,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",280,0,1
"12373",15448,24,"F","C",38,0,NA,"N",50,20,0,"O",120,"Y","Y","N","Y",36,950,0,"Y","N",0,"N","N",400,0,0
"12374",15449,11,"F","C",49,0,NA,"Y",31,12,0,"P",192,"Y","Y","Y","Y",0,501,0,"Y","N",0,"N","N",228,0,0
"12375",15450,1,"F","O",36,0,NA,"Y",31,12,0,"P",276,"Y","Y","N","Y",48,950,0,"Y","N",0,"N","N",400,0,0
"12376",15451,24,"M","D",44,0,NA,"N",50,12,0,"P",108,"Y","Y","Y","Y",156,999,0,"Y","N",0,"N","N",500,0,1
"12377",15452,16,"F","C",36,0,NA,"Y",31,8,0,"P",60,"Y","Y","N","Y",156,999,0,"Y","N",0,"N","N",1068,0,0
"12378",15453,17,"F","C",26,0,NA,"Y",31,18,0,"P",252,"Y","Y","N","Y",12,703,0,"Y","N",0,"N","N",200,0,0
"12379",15454,7,"M","S",18,0,NA,"N",50,20,0,"P",216,"Y","Y","Y","Y",24,202,0,"Y","N",0,"N","N",455,0,0
"12380",15455,13,"M","S",18,0,NA,"Y",31,8,0,"C",228,"Y","Y","N","Y",24,999,0,"Y","N",0,"N","N",387.75,0,0
"12381",15456,25,"F","S",20,0,NA,"N",50,18,0,"A",24,"Y","Y","N","Y",12,26,0,"Y","N",0,"N","N",230,0,0
"12382",15457,25,"F","C",51,0,NA,"Y",50,23,0,"P",264,"Y","Y","N","Y",72,309,6000,"Y","N",0,"N","N",1500,0,0
"12383",15458,23,"M","C",44,0,NA,"Y",31,23,0,"A",36,"Y","Y","N","Y",240,921,0,"Y","N",0,"N","N",2700,0,1
"12384",15460,25,"F","S",25,0,NA,"Y",31,3,0,"P",0,"Y","N","Y","Y",12,205,0,"Y","N",0,"N","N",370,0,0
"12385",15461,55,"F","S",30,0,NA,"Y",50,18,0,"P",360,"Y","Y","N","Y",48,999,0,"Y","N",0,"N","N",700,0,1
"12386",15462,12,"F","S",21,0,NA,"Y",31,20,0,"C",240,"Y","Y","N","Y",12,30,0,"Y","N",0,"N","N",185,0,0
"12387",15463,2,"M","S",28,0,NA,"N",50,8,0,"P",336,"Y","Y","Y","Y",96,863,0,"Y","N",0,"N","N",516,0,1
"12388",15465,20,"F","S",21,0,NA,"Y",31,18,0,"P",252,"Y","N","N","Y",12,712,0,"Y","N",0,"N","N",400,0,0
"12389",15466,25,"F","C",38,0,NA,"Y",31,8,0,"P",360,"Y","Y","Y","Y",12,17,0,"Y","N",0,"N","N",258,0,0
"12390",15467,23,"F","S",33,0,NA,"Y",31,12,0,"P",384,"Y","Y","N","Y",180,131,0,"Y","N",0,"N","N",1200,0,1
"12391",15468,25,"M","S",36,0,NA,"Y",50,12,0,"P",420,"Y","Y","Y","Y",204,24,0,"Y","N",0,"N","N",511,0,0
"12392",15473,55,"M","C",32,0,NA,"Y",31,9,0,"P",60,"Y","Y","Y","Y",36,312,0,"Y","N",0,"N","N",390,0,0
"12393",15475,25,"F","S",48,0,NA,"Y",31,20,0,"O",480,"Y","Y","N","Y",72,150,0,"Y","N",0,"N","N",850,0,0
"12394",15476,16,"F","S",27,0,NA,"Y",31,3,0,"P",324,"Y","Y","N","Y",12,952,0,"Y","N",0,"N","N",220,0,0
"12395",15477,20,"M","C",45,0,NA,"Y",31,20,0,"P",264,"Y","Y","N","Y",60,305,0,"Y","N",0,"N","N",800,0,0
"12396",15478,23,"M","C",41,0,NA,"Y",31,8,0,"A",24,"Y","Y","Y","Y",0,211,0,"Y","N",0,"N","N",0,0,0
"12397",15479,22,"F","D",43,0,NA,"N",50,18,0,"P",360,"Y","Y","Y","Y",120,999,0,"Y","N",0,"N","N",574,0,0
"12398",15480,25,"M","S",43,0,NA,"N",31,18,0,"O",12,"Y","Y","N","Y",12,39,0,"Y","N",0,"N","N",290,0,0
"12399",15481,24,"F","C",33,0,NA,"Y",31,8,0,"P",336,"Y","Y","N","Y",336,713,0,"Y","N",0,"N","N",600,0,0
"12400",15482,24,"F","C",48,0,NA,"Y",50,28,0,"P",240,"Y","Y","N","Y",96,166,0,"Y","N",0,"N","N",300,0,0
"12401",15483,55,"F","S",62,0,NA,"Y",5,12,0,"P",744,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",294,0,0
"12402",15484,23,"F","C",32,0,NA,"Y",31,18,0,"P",360,"Y","Y","N","Y",0,720,1162,"Y","N",0,"N","N",870,0,0
"12403",15487,12,"F","S",22,0,NA,"Y",31,28,0,"C",48,"Y","Y","Y","Y",0,131,0,"N","N",0,"N","N",190,0,1
"12404",15488,15,"F","S",37,0,NA,"Y",31,20,0,"P",132,"Y","Y","Y","Y",36,110,0,"Y","N",0,"N","N",405,0,0
"12405",15489,10,"F","V",50,0,NA,"Y",31,25,0,"P",180,"Y","Y","Y","Y",216,999,0,"Y","N",0,"N","N",586,0,0
"12406",15491,55,"F","O",43,0,NA,"Y",50,18,0,"P",360,"Y","Y","Y","Y",36,853,0,"Y","N",0,"N","N",823,0,0
"12407",15494,23,"F","S",18,0,NA,"N",50,20,0,"C",12,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",400,0,1
"12408",15495,25,"F","C",22,0,NA,"Y",31,20,0,"A",396,"Y","Y","Y","Y",0,654,0,"Y","N",0,"N","N",315,0,0
"12409",15496,18,"M","S",23,0,NA,"N",50,12,0,"P",276,"Y","Y","Y","Y",12,508,0,"Y","N",0,"N","N",550,0,0
"12410",15497,18,"F","S",54,0,NA,"N",50,8,0,"O",648,"Y","Y","N","Y",0,720,0,"Y","N",0,"N","N",0,0,0
"12411",15498,14,"M","C",37,0,NA,"Y",31,3,0,"A",12,"Y","Y","Y","Y",12,504,0,"Y","N",0,"N","N",900,0,1
"12412",15499,10,"F","S",37,0,NA,"Y",31,18,0,"A",72,"Y","Y","N","Y",180,950,0,"Y","N",0,"N","N",700,0,0
"12413",15501,55,"M","C",31,0,NA,"Y",31,8,0,"P",180,"Y","Y","Y","Y",12,139,0,"Y","N",0,"N","N",480,0,0
"12414",15502,12,"F","S",34,0,NA,"N",50,12,0,"P",60,"Y","Y","Y","Y",24,205,0,"Y","N",0,"N","N",270,0,0
"12415",15503,11,"F","S",23,0,NA,"Y",50,20,0,"A",12,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",240,0,1
"12416",15504,18,"F","D",43,0,NA,"Y",23,3,0,"P",300,"Y","Y","Y","Y",204,713,0,"Y","N",0,"N","N",2021.82,0,0
"12417",15505,10,"M","C",67,0,NA,"Y",31,8,0,"P",432,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",800,0,0
"12418",15507,22,"F","C",46,0,NA,"Y",31,22,0,"P",360,"Y","Y","Y","Y",24,24,0,"Y","N",0,"N","N",363,0,0
"12419",15508,22,"F","S",25,0,NA,"N",50,25,0,"O",120,"Y","Y","Y","Y",36,60,0,"Y","N",0,"N","N",220,0,0
"12420",15510,19,"F","S",17,0,NA,"Y",31,8,0,"P",120,"Y","Y","N","Y",12,999,0,"Y","N",0,"N","N",300,0,0
"12421",15511,11,"F","C",54,0,NA,"Y",31,18,0,"P",48,"Y","Y","N","Y",0,720,500,"Y","N",0,"N","N",500,0,0
"12422",15512,17,"F","C",43,0,NA,"Y",31,28,0,"A",24,"Y","Y","N","Y",96,131,0,"Y","N",0,"N","N",560,0,0
"12423",15513,55,"F","C",30,0,NA,"Y",50,25,0,"P",36,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"12424",15514,20,"F","C",37,0,NA,"N",31,12,0,"P",444,"Y","Y","N","Y",24,205,0,"Y","N",0,"N","N",210,0,0
"12425",15515,55,"M","S",26,0,NA,"Y",31,8,0,"P",12,"Y","Y","N","Y",24,49,0,"Y","N",0,"N","N",325,0,0
"12426",15516,21,"F","C",30,0,NA,"Y",31,25,0,"A",48,"Y","Y","Y","Y",36,999,0,"Y","N",0,"N","N",589,0,0
"12427",15518,55,"F","S",22,0,NA,"Y",31,18,0,"A",0,"Y","Y","Y","Y",0,24,0,"Y","N",0,"N","N",230,0,0
"12428",15520,12,"F","S",29,0,NA,"N",50,18,0,"P",72,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",347,0,1
"12429",15521,23,"F","C",46,0,NA,"Y",31,23,0,"P",72,"Y","Y","Y","Y",24,110,0,"Y","N",0,"N","N",412,0,0
"12430",15523,24,"F","D",39,0,NA,"Y",31,25,0,"P",192,"Y","Y","Y","Y",24,950,0,"Y","N",0,"N","N",614,0,1
"12431",15525,1,"F","C",49,0,NA,"Y",50,8,0,"P",168,"Y","Y","Y","Y",120,161,0,"Y","N",0,"N","N",1451,0,0
"12432",15527,17,"M","C",34,0,NA,"Y",31,20,0,"P",420,"Y","N","N","Y",48,999,0,"Y","N",0,"N","N",362,0,1
"12433",15529,12,"F","S",27,0,NA,"Y",31,12,0,"P",180,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",650,0,0
"12434",15530,16,"F","S",20,0,NA,"Y",31,3,0,"P",180,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"12435",15531,22,"F","V",34,0,NA,"N",50,20,0,"P",72,"Y","Y","N","Y",144,703,0,"Y","N",0,"N","N",180,0,0
